"variable","value","geoid","geotype"
wnhp,49.9,BK1103,NTA2020
wnhp,24.4,BK1201,NTA2020
wnhp,81.9,BK1202,NTA2020
wnhp,48.1,BK1203,NTA2020
wnhp,81.6,BK1204,NTA2020
wnhp,56.6,BK1301,NTA2020
wnhp,53.6,BK1302,NTA2020
wnhp,69.4,BK1303,NTA2020
wnhp,,BK1391,NTA2020
wnhp,8.0,BK1401,NTA2020
wnhp,37.6,BK1402,NTA2020
wnhp,76.1,BK1403,NTA2020
wnhp,76.0,BK1501,NTA2020
wnhp,71.0,BK1502,NTA2020
wnhp,68.1,BK1503,NTA2020
wnhp,1.4,BK1601,NTA2020
wnhp,0.8,BK1602,NTA2020
wnhp,1.8,BK1701,NTA2020
wnhp,1.9,BK1702,NTA2020
wnhp,1.2,BK1703,NTA2020
wnhp,0.8,BK1704,NTA2020
wnhp,,BK1771,NTA2020
wnhp,18.2,BK1801,NTA2020
wnhp,73.8,BK1802,NTA2020
wnhp,5.9,BK1803,NTA2020
wnhp,,BK1891,NTA2020
wnhp,,BK1892,NTA2020
wnhp,,BK1893,NTA2020
wnhp,,BK5591,NTA2020
wnhp,67.6,BK5691,NTA2020
wnhp,,BK5692,NTA2020
wnhp,,BK5693,NTA2020
wnhp,65.4,MN0101,NTA2020
wnhp,69.8,MN0102,NTA2020
wnhp,30.8,MN0191,NTA2020
wnhp,59.1,MN0201,NTA2020
wnhp,78.6,MN0202,NTA2020
wnhp,83.0,MN0203,NTA2020
wnhp,7.7,MN0301,NTA2020
wnhp,28.6,MN0302,NTA2020
wnhp,50.0,MN0303,NTA2020
wnhp,63.0,MN0401,NTA2020
wnhp,56.4,MN0402,NTA2020
wnhp,69.5,MN0501,NTA2020
wnhp,65.1,MN0502,NTA2020
wnhp,74.1,MN0601,NTA2020
wnhp,73.7,MN0602,NTA2020
wnhp,66.6,MN0603,NTA2020
wnhp,78.9,MN0604,NTA2020
wnhp,,MN0661,NTA2020
wnhp,73.4,MN0701,NTA2020
wnhp,73.2,MN0702,NTA2020
wnhp,48.5,MN0703,NTA2020
wnhp,75.3,MN0801,NTA2020
wnhp,87.6,MN0802,NTA2020
wnhp,76.0,MN0803,NTA2020
wnhp,47.5,MN0901,NTA2020
wnhp,7.5,MN0902,NTA2020
wnhp,10.9,MN0903,NTA2020
wnhp,16.1,MN1001,NTA2020
wnhp,5.6,MN1002,NTA2020
wnhp,17.4,MN1101,NTA2020
wnhp,6.9,MN1102,NTA2020
wnhp,9.8,MN1191,NTA2020
wnhp,9.9,MN1201,NTA2020
wnhp,25.8,MN1202,NTA2020
wnhp,17.2,MN1203,NTA2020
wnhp,,MN1291,NTA2020
wnhp,27.3,MN1292,NTA2020
wnhp,8.0,MN6491,NTA2020
wnhp,65.6,QN0101,NTA2020
wnhp,27.9,QN0102,NTA2020
wnhp,52.2,QN0103,NTA2020
wnhp,47.2,QN0104,NTA2020
wnhp,20.3,QN0105,NTA2020
wnhp,50.0,QN0161,NTA2020
wnhp,,QN0171,NTA2020
wnhp,33.3,QN0191,NTA2020
wnhp,55.7,QN0201,NTA2020
wnhp,31.3,QN0202,NTA2020
wnhp,20.1,QN0203,NTA2020
wnhp,,QN0261,NTA2020
wnhp,,QN0271,NTA2020
wnhp,17.7,QN0301,NTA2020
wnhp,5.9,QN0302,NTA2020
wnhp,1.7,QN0303,NTA2020
wnhp,7.1,QN0401,NTA2020
wnhp,7.3,QN0402,NTA2020
wnhp,60.8,QN0501,NTA2020
wnhp,39.7,QN0502,NTA2020
wnhp,60.9,QN0503,NTA2020
wnhp,73.4,QN0504,NTA2020
wnhp,60.0,QN0571,NTA2020
wnhp,78.9,QN0572,NTA2020
wnhp,,QN0573,NTA2020
wnhp,41.1,QN0574,NTA2020
wnhp,46.2,QN0601,NTA2020
wnhp,58.3,QN0602,NTA2020
wnhp,35.4,QN0701,NTA2020
wnhp,69.8,QN0702,NTA2020
wnhp,68.4,QN0703,NTA2020
wnhp,28.4,QN0704,NTA2020
wnhp,17.6,QN0705,NTA2020
wnhp,17.3,QN0706,NTA2020
wnhp,7.7,QN0707,NTA2020
wnhp,,QN0761,NTA2020
wnhp,,QN0791,NTA2020
wnhp,57.3,QN0801,NTA2020
wnhp,33.1,QN0802,NTA2020
wnhp,33.6,QN0803,NTA2020
wnhp,28.0,QN0804,NTA2020
wnhp,22.4,QN0805,NTA2020
wnhp,,QN0871,NTA2020
wnhp,75.3,QN0891,NTA2020
wnhp,49.3,QN0901,NTA2020
wnhp,15.3,QN0902,NTA2020
wnhp,4.9,QN0903,NTA2020
wnhp,14.7,QN0904,NTA2020
wnhp,18.5,QN0905,NTA2020
wnhp,6.9,QN1001,NTA2020
wnhp,30.5,QN1002,NTA2020
wnhp,76.8,QN1003,NTA2020
wnhp,20.0,QN1091,NTA2020
wnhp,46.3,QN1101,NTA2020
wnhp,43.7,QN1102,NTA2020
wnhp,53.3,QN1103,NTA2020
wnhp,46.3,QN1104,NTA2020
wnhp,79.2,QN1191,NTA2020
wnhp,3.8,QN1201,NTA2020
wnhp,1.0,QN1202,NTA2020
wnhp,0.8,QN1203,NTA2020
wnhp,0.8,QN1204,NTA2020
wnhp,1.0,QN1205,NTA2020
wnhp,2.7,QN1206,NTA2020
wnhp,48.4,QN1301,NTA2020
wnhp,31.5,QN1302,NTA2020
wnhp,6.4,QN1303,NTA2020
wnhp,1.4,QN1304,NTA2020
wnhp,1.5,QN1305,NTA2020
wnhp,2.0,QN1306,NTA2020
wnhp,5.3,QN1307,NTA2020
wnhp,,QN1371,NTA2020
wnhp,24.3,QN1401,NTA2020
wnhp,16.9,QN1402,NTA2020
wnhp,85.9,QN1403,NTA2020
wnhp,,QN1491,NTA2020
wnhp,,QN8081,NTA2020
wnhp,25.0,QN8191,NTA2020
wnhp,75.2,QN8291,NTA2020
wnhp,,QN8381,NTA2020
wnhp,,QN8491,NTA2020
wnhp,76.5,QN8492,NTA2020
wnhp,25.3,SI0101,NTA2020
wnhp,18.7,SI0102,NTA2020
wnhp,35.1,SI0103,NTA2020
wnhp,52.6,SI0104,NTA2020
wnhp,75.8,SI0105,NTA2020
wnhp,23.6,SI0106,NTA2020
wnhp,23.5,SI0107,NTA2020
wnhp,33.3,SI0191,NTA2020
wnhp,69.2,SI0201,NTA2020
wnhp,78.4,SI0202,NTA2020
wnhp,66.8,SI0203,NTA2020
wnhp,69.7,SI0204,NTA2020
wnhp,62.3,SI0291,NTA2020
wnhp,83.5,SI0301,NTA2020
wnhp,87.5,SI0302,NTA2020
wnhp,80.8,SI0303,NTA2020
wnhp,88.0,SI0304,NTA2020
wnhp,83.9,SI0305,NTA2020
wnhp,39.2,SI0391,NTA2020
wnhp,63.3,SI9561,NTA2020
wnhp,,SI9591,NTA2020
wnhp,38.7,SI9592,NTA2020
wnhp,,SI9593,NTA2020
bnh,12927.0,BX0101,NTA2020
bnh,10787.0,BX0102,NTA2020
bnh,3676.0,BX0201,NTA2020
bnh,8239.0,BX0202,NTA2020
bnh,0.0,BX0291,NTA2020
bnh,12424.0,BX0301,NTA2020
bnh,10285.0,BX0302,NTA2020
bnh,8452.0,BX0303,NTA2020
bnh,0.0,BX0391,NTA2020
bnh,23740.0,BX0401,NTA2020
bnh,10006.0,BX0402,NTA2020
bnh,13440.0,BX0403,NTA2020
bnh,0.0,BX0491,NTA2020
bnh,0.0,BX0492,NTA2020
bnh,16829.0,BX0501,NTA2020
bnh,12410.0,BX0502,NTA2020
bnh,8026.0,BX0503,NTA2020
bnh,4178.0,BX0601,NTA2020
bnh,10054.0,BX0602,NTA2020
bnh,7206.0,BX0603,NTA2020
bnh,8224.0,BX0701,NTA2020
bnh,10356.0,BX0702,NTA2020
bnh,7262.0,BX0703,NTA2020
bnh,4698.0,BX0801,NTA2020
bnh,3402.0,BX0802,NTA2020
bnh,3307.0,BX0803,NTA2020
bnh,20546.0,BX0901,NTA2020
bnh,11159.0,BX0902,NTA2020
bnh,8351.0,BX0903,NTA2020
bnh,12765.0,BX0904,NTA2020
bnh,0.0,BX0991,NTA2020
bnh,1642.0,BX1001,NTA2020
bnh,3479.0,BX1002,NTA2020
bnh,773.0,BX1003,NTA2020
bnh,21056.0,BX1004,NTA2020
bnh,0.0,BX1071,NTA2020
bnh,0.0,BX1091,NTA2020
bnh,4501.0,BX1101,NTA2020
bnh,1322.0,BX1102,NTA2020
bnh,8532.0,BX1103,NTA2020
bnh,9975.0,BX1104,NTA2020
bnh,276.0,BX1161,NTA2020
bnh,36752.0,BX1201,NTA2020
bnh,35102.0,BX1202,NTA2020
bnh,25567.0,BX1203,NTA2020
bnh,0.0,BX1271,NTA2020
bnh,0.0,BX2691,NTA2020
bnh,381.0,BX2791,NTA2020
bnh,264.0,BX2891,NTA2020
bnh,6206.0,QN0151,NTA2020
bnh,433.0,BK0101,NTA2020
bnh,1393.0,BK0102,NTA2020
bnh,913.0,BK0103,NTA2020
bnh,6243.0,BK0104,NTA2020
bnh,1259.0,BK0201,NTA2020
bnh,5099.0,BK0202,NTA2020
bnh,11108.0,BK0203,NTA2020
bnh,9606.0,BK0204,NTA2020
bnh,0.0,BK0261,NTA2020
bnh,41307.0,BK0301,NTA2020
bnh,57133.0,BK0302,NTA2020
bnh,3611.0,BK0401,NTA2020
bnh,19075.0,BK0402,NTA2020
bnh,2.0,BK0471,NTA2020
bnh,8106.0,BK0501,NTA2020
bnh,22974.0,BK0502,NTA2020
bnh,36212.0,BK0503,NTA2020
bnh,7306.0,BK0504,NTA2020
bnh,20554.0,BK0505,NTA2020
bnh,5.0,BK0571,NTA2020
bnh,7676.0,BK0601,NTA2020
bnh,3671.0,BK0602,NTA2020
bnh,1124.0,BK0701,NTA2020
bnh,2056.0,BK0702,NTA2020
bnh,547.0,BK0703,NTA2020
bnh,0.0,BK0771,NTA2020
bnh,5979.0,BK0801,NTA2020
bnh,57179.0,BK0802,NTA2020
bnh,0.0,BK0891,NTA2020
bnh,31695.0,BK0901,NTA2020
bnh,33471.0,BK0902,NTA2020
bnh,1293.0,BK1001,NTA2020
bnh,200.0,BK1002,NTA2020
bnh,188.0,BK1061,NTA2020
bnh,0.0,BK1091,NTA2020
bnh,609.0,BK1101,NTA2020
bnh,273.0,BK1102,NTA2020
bnh,472.0,BK1103,NTA2020
bnh,657.0,BK1201,NTA2020
bnh,480.0,BK1202,NTA2020
bnh,2947.0,BK1203,NTA2020
bnh,304.0,BK1204,NTA2020
bnh,2438.0,BK1301,NTA2020
bnh,10651.0,BK1302,NTA2020
bnh,340.0,BK1303,NTA2020
bnh,0.0,BK1391,NTA2020
bnh,44926.0,BK1401,NTA2020
bnh,9605.0,BK1402,NTA2020
bnh,2470.0,BK1403,NTA2020
bnh,477.0,BK1501,NTA2020
bnh,630.0,BK1502,NTA2020
bnh,4161.0,BK1503,NTA2020
bnh,24825.0,BK1601,NTA2020
bnh,41171.0,BK1602,NTA2020
bnh,39027.0,BK1701,NTA2020
bnh,29433.0,BK1702,NTA2020
bnh,35884.0,BK1703,NTA2020
bnh,34126.0,BK1704,NTA2020
bnh,27.0,BK1771,NTA2020
bnh,42935.0,BK1801,NTA2020
bnh,4952.0,BK1802,NTA2020
bnh,67816.0,BK1803,NTA2020
bnh,0.0,BK1891,NTA2020
bnh,0.0,BK1892,NTA2020
bnh,0.0,BK1893,NTA2020
bnh,0.0,BK5591,NTA2020
bnh,12.0,BK5691,NTA2020
bnh,0.0,BK5692,NTA2020
bnh,0.0,BK5693,NTA2020
bnh,1288.0,MN0101,NTA2020
bnh,1302.0,MN0102,NTA2020
bnh,5.0,MN0191,NTA2020
bnh,297.0,MN0201,NTA2020
bnh,696.0,MN0202,NTA2020
bnh,657.0,MN0203,NTA2020
bnh,2077.0,MN0301,NTA2020
bnh,3890.0,MN0302,NTA2020
bnh,5327.0,MN0303,NTA2020
bnh,3438.0,MN0401,NTA2020
bnh,2869.0,MN0402,NTA2020
bnh,1030.0,MN0501,NTA2020
bnh,955.0,MN0502,NTA2020
bnh,751.0,MN0601,NTA2020
bnh,923.0,MN0602,NTA2020
bnh,2534.0,MN0603,NTA2020
bnh,864.0,MN0604,NTA2020
bnh,0.0,MN0661,NTA2020
bnh,2710.0,MN0701,NTA2020
bnh,6040.0,MN0702,NTA2020
bnh,7180.0,MN0703,NTA2020
bnh,3571.0,MN0801,NTA2020
bnh,669.0,MN0802,NTA2020
bnh,2858.0,MN0803,NTA2020
bnh,5545.0,MN0901,NTA2020
bnh,5918.0,MN0902,NTA2020
bnh,15646.0,MN0903,NTA2020
bnh,24241.0,MN1001,NTA2020
bnh,48617.0,MN1002,NTA2020
bnh,14227.0,MN1101,NTA2020
bnh,22502.0,MN1102,NTA2020
bnh,861.0,MN1191,NTA2020
bnh,8620.0,MN1201,NTA2020
bnh,2945.0,MN1202,NTA2020
bnh,2357.0,MN1203,NTA2020
bnh,0.0,MN1291,NTA2020
bnh,32.0,MN1292,NTA2020
bnh,16.0,MN6491,NTA2020
bnh,850.0,QN0101,NTA2020
bnh,2614.0,QN0102,NTA2020
bnh,840.0,QN0103,NTA2020
bnh,1780.0,QN0104,NTA2020
bnh,6447.0,QN0105,NTA2020
bnh,0.0,QN0161,NTA2020
bnh,0.0,QN0171,NTA2020
bnh,1.0,QN0191,NTA2020
bnh,488.0,QN0201,NTA2020
bnh,1100.0,QN0202,NTA2020
bnh,543.0,QN0203,NTA2020
bnh,0.0,QN0261,NTA2020
bnh,0.0,QN0271,NTA2020
bnh,1692.0,QN0301,NTA2020
bnh,6387.0,QN0302,NTA2020
bnh,2601.0,QN0303,NTA2020
bnh,1277.0,QN0401,NTA2020
bnh,7810.0,QN0402,NTA2020
bnh,351.0,QN0501,NTA2020
bnh,1306.0,QN0502,NTA2020
bnh,384.0,QN0503,NTA2020
bnh,330.0,QN0504,NTA2020
bnh,0.0,QN0571,NTA2020
bnh,0.0,QN0572,NTA2020
bnh,0.0,QN0573,NTA2020
bnh,2.0,QN0574,NTA2020
bnh,698.0,QN0601,NTA2020
bnh,2086.0,QN0602,NTA2020
bnh,599.0,QN0701,NTA2020
bnh,194.0,QN0702,NTA2020
bnh,283.0,QN0703,NTA2020
bnh,911.0,QN0704,NTA2020
bnh,1049.0,QN0705,NTA2020
bnh,246.0,QN0706,NTA2020
bnh,2240.0,QN0707,NTA2020
bnh,0.0,QN0761,NTA2020
bnh,0.0,QN0791,NTA2020
bnh,2305.0,QN0801,NTA2020
bnh,4915.0,QN0802,NTA2020
bnh,1394.0,QN0803,NTA2020
bnh,6023.0,QN0804,NTA2020
bnh,4239.0,QN0805,NTA2020
bnh,0.0,QN0871,NTA2020
bnh,2.0,QN0891,NTA2020
bnh,1515.0,QN0901,NTA2020
bnh,2988.0,QN0902,NTA2020
bnh,3372.0,QN0903,NTA2020
bnh,2156.0,QN0904,NTA2020
bnh,1902.0,QN0905,NTA2020
bnh,19477.0,QN1001,NTA2020
bnh,1188.0,QN1002,NTA2020
bnh,410.0,QN1003,NTA2020
bnh,3.0,QN1091,NTA2020
bnh,464.0,QN1101,NTA2020
bnh,943.0,QN1102,NTA2020
bnh,317.0,QN1103,NTA2020
bnh,673.0,QN1104,NTA2020
bnh,6.0,QN1191,NTA2020
bnh,11702.0,QN1201,NTA2020
bnh,26449.0,QN1202,NTA2020
bnh,29332.0,QN1203,NTA2020
bnh,25320.0,QN1204,NTA2020
bnh,42382.0,QN1205,NTA2020
bnh,12281.0,QN1206,NTA2020
bnh,1034.0,QN1301,NTA2020
bnh,1882.0,QN1302,NTA2020
bnh,25484.0,QN1303,NTA2020
bnh,16862.0,QN1304,NTA2020
bnh,22021.0,QN1305,NTA2020
bnh,17056.0,QN1306,NTA2020
bnh,19995.0,QN1307,NTA2020
bnh,1.0,QN1371,NTA2020
bnh,24515.0,QN1401,NTA2020
bnh,19325.0,QN1402,NTA2020
bnh,823.0,QN1403,NTA2020
bnh,0.0,QN1491,NTA2020
bnh,0.0,QN8081,NTA2020
bnh,16.0,QN8191,NTA2020
bnh,0.0,QN8291,NTA2020
bnh,0.0,QN8381,NTA2020
bnh,0.0,QN8491,NTA2020
bnh,0.0,QN8492,NTA2020
bnh,6622.0,SI0101,NTA2020
bnh,5452.0,SI0102,NTA2020
bnh,5651.0,SI0103,NTA2020
bnh,5888.0,SI0104,NTA2020
bnh,722.0,SI0105,NTA2020
bnh,4830.0,SI0106,NTA2020
bnh,9455.0,SI0107,NTA2020
bnh,0.0,SI0191,NTA2020
bnh,1412.0,SI0201,NTA2020
bnh,307.0,SI0202,NTA2020
bnh,1297.0,SI0203,NTA2020
bnh,936.0,SI0204,NTA2020
bnh,0.0,SI0291,NTA2020
bnh,282.0,SI0301,NTA2020
bnh,224.0,SI0302,NTA2020
bnh,404.0,SI0303,NTA2020
bnh,224.0,SI0304,NTA2020
bnh,532.0,SI0305,NTA2020
bnh,0.0,SI0391,NTA2020
bnh,68.0,SI9561,NTA2020
bnh,0.0,SI9591,NTA2020
bnh,7.0,SI9592,NTA2020
bnh,0.0,SI9593,NTA2020
bnhp,24.7,BX0101,NTA2020
bnhp,27.5,BX0102,NTA2020
bnhp,23.8,BX0201,NTA2020
bnhp,21.7,BX0202,NTA2020
bnhp,,BX0291,NTA2020
bnhp,40.2,BX0301,NTA2020
bnhp,46.4,BX0302,NTA2020
bnhp,32.3,BX0303,NTA2020
bnhp,,BX0391,NTA2020
bnhp,35.6,BX0401,NTA2020
bnhp,32.3,BX0402,NTA2020
bnhp,27.9,BX0403,NTA2020
bnhp,,BX0491,NTA2020
bnhp,,BX0492,NTA2020
bnhp,32.2,BX0501,NTA2020
bnhp,27.4,BX0502,NTA2020
bnhp,24.9,BX0503,NTA2020
bnhp,22.9,BX0601,NTA2020
bnhp,33.0,BX0602,NTA2020
bnhp,20.8,BX0603,NTA2020
bnhp,18.6,BX0701,NTA2020
bnhp,19.4,BX0702,NTA2020
bnhp,17.9,BX0703,NTA2020
bnhp,13.5,BX0801,NTA2020
bnhp,15.1,BX0802,NTA2020
bnhp,7.5,BX0803,NTA2020
bnhp,29.6,BX0901,NTA2020
bnhp,32.7,BX0902,NTA2020
bnhp,22.4,BX0903,NTA2020
bnhp,42.8,BX0904,NTA2020
bnhp,,BX0991,NTA2020
bnhp,10.5,BX1001,NTA2020
bnhp,7.9,BX1002,NTA2020
bnhp,2.9,BX1003,NTA2020
bnhp,59.4,BX1004,NTA2020
bnhp,,BX1071,NTA2020
bnhp,,BX1091,NTA2020
bnhp,14.7,BX1101,NTA2020
bnhp,5.8,BX1102,NTA2020
bnhp,31.3,BX1103,NTA2020
bnhp,29.3,BX1104,NTA2020
bnhp,30.9,BX1161,NTA2020
bnhp,66.6,BX1201,NTA2020
bnhp,71.4,BX1202,NTA2020
bnhp,56.2,BX1203,NTA2020
bnhp,,BX1271,NTA2020
bnhp,,BX2691,NTA2020
bnhp,28.2,BX2791,NTA2020
bnhp,51.6,BX2891,NTA2020
bnhp,56.0,QN0151,NTA2020
bnhp,1.2,BK0101,NTA2020
bnhp,3.0,BK0102,NTA2020
bnhp,2.2,BK0103,NTA2020
bnhp,12.4,BK0104,NTA2020
bnhp,5.5,BK0201,NTA2020
bnhp,20.7,BK0202,NTA2020
bnhp,42.1,BK0203,NTA2020
bnhp,40.0,BK0204,NTA2020
bnhp,,BK0261,NTA2020
bnhp,55.5,BK0301,NTA2020
bnhp,74.1,BK0302,NTA2020
bnhp,6.7,BK0401,NTA2020
bnhp,32.3,BK0402,NTA2020
bnhp,14.3,BK0471,NTA2020
bnhp,19.5,BK0501,NTA2020
bnhp,58.7,BK0502,NTA2020
bnhp,76.1,BK0503,NTA2020
bnhp,53.4,BK0504,NTA2020
bnhp,48.9,BK0505,NTA2020
bnhp,83.3,BK0571,NTA2020
bnhp,14.3,BK0601,NTA2020
bnhp,6.9,BK0602,NTA2020
bnhp,5.0,BK0701,NTA2020
bnhp,3.9,BK0702,NTA2020
bnhp,1.1,BK0703,NTA2020
bnhp,,BK0771,NTA2020
bnhp,30.1,BK0801,NTA2020
bnhp,74.3,BK0802,NTA2020
bnhp,,BK0891,NTA2020
bnhp,62.9,BK0901,NTA2020
bnhp,73.1,BK0902,NTA2020
bnhp,1.6,BK1001,NTA2020
bnhp,0.5,BK1002,NTA2020
bnhp,24.6,BK1061,NTA2020
bnhp,,BK1091,NTA2020
bnhp,0.6,BK1101,NTA2020
bnhp,0.9,BK1102,NTA2020
bnhp,0.8,BK1103,NTA2020
bnhp,2.0,BK1201,NTA2020
bnhp,0.6,BK1202,NTA2020
bnhp,7.3,BK1203,NTA2020
bnhp,0.8,BK1204,NTA2020
bnhp,8.9,BK1301,NTA2020
bnhp,21.4,BK1302,NTA2020
bnhp,1.1,BK1303,NTA2020
bnhp,,BK1391,NTA2020
bnhp,66.1,BK1401,NTA2020
bnhp,22.8,BK1402,NTA2020
bnhp,5.0,BK1403,NTA2020
bnhp,0.9,BK1501,NTA2020
bnhp,1.6,BK1502,NTA2020
bnhp,6.4,BK1503,NTA2020
bnhp,77.7,BK1601,NTA2020
bnhp,75.3,BK1602,NTA2020
bnhp,84.8,BK1701,NTA2020
bnhp,88.0,BK1702,NTA2020
bnhp,91.2,BK1703,NTA2020
bnhp,90.0,BK1704,NTA2020
bnhp,93.1,BK1771,NTA2020
bnhp,66.3,BK1801,NTA2020
bnhp,10.9,BK1802,NTA2020
bnhp,81.0,BK1803,NTA2020
bnhp,,BK1891,NTA2020
bnhp,,BK1892,NTA2020
bnhp,,BK1893,NTA2020
bnhp,,BK5591,NTA2020
bnhp,32.4,BK5691,NTA2020
bnhp,,BK5692,NTA2020
bnhp,,BK5693,NTA2020
bnhp,3.2,MN0101,NTA2020
bnhp,6.1,MN0102,NTA2020
bnhp,38.5,MN0191,NTA2020
bnhp,1.3,MN0201,NTA2020
bnhp,2.1,MN0202,NTA2020
bnhp,1.9,MN0203,NTA2020
bnhp,4.7,MN0301,NTA2020
bnhp,8.2,MN0302,NTA2020
bnhp,7.4,MN0303,NTA2020
bnhp,6.2,MN0401,NTA2020
bnhp,6.3,MN0402,NTA2020
bnhp,4.0,MN0501,NTA2020
bnhp,4.5,MN0502,NTA2020
bnhp,3.6,MN0601,NTA2020
bnhp,3.3,MN0602,NTA2020
bnhp,4.4,MN0603,NTA2020
bnhp,2.1,MN0604,NTA2020
bnhp,,MN0661,NTA2020
bnhp,4.4,MN0701,NTA2020
bnhp,6.1,MN0702,NTA2020
bnhp,14.2,MN0703,NTA2020
bnhp,4.4,MN0801,NTA2020
bnhp,1.1,MN0802,NTA2020
bnhp,3.7,MN0803,NTA2020
bnhp,14.3,MN0901,NTA2020
bnhp,25.8,MN0902,NTA2020
bnhp,32.2,MN0903,NTA2020
bnhp,55.9,MN1001,NTA2020
bnhp,67.2,MN1002,NTA2020
bnhp,24.6,MN1101,NTA2020
bnhp,36.9,MN1102,NTA2020
bnhp,52.2,MN1191,NTA2020
bnhp,11.1,MN1201,NTA2020
bnhp,4.0,MN1202,NTA2020
bnhp,6.2,MN1203,NTA2020
bnhp,,MN1291,NTA2020
bnhp,19.9,MN1292,NTA2020
bnhp,64.0,MN6491,NTA2020
bnhp,1.8,QN0101,NTA2020
bnhp,15.9,QN0102,NTA2020
bnhp,1.7,QN0103,NTA2020
bnhp,4.6,QN0104,NTA2020
bnhp,23.9,QN0105,NTA2020
bnhp,,QN0161,NTA2020
bnhp,,QN0171,NTA2020
bnhp,33.3,QN0191,NTA2020
bnhp,4.5,QN0201,NTA2020
bnhp,2.1,QN0202,NTA2020
bnhp,1.1,QN0203,NTA2020
bnhp,,QN0261,NTA2020
bnhp,,QN0271,NTA2020
bnhp,1.7,QN0301,NTA2020
bnhp,21.0,QN0302,NTA2020
bnhp,6.5,QN0303,NTA2020
bnhp,1.2,QN0401,NTA2020
bnhp,11.2,QN0402,NTA2020
bnhp,0.9,QN0501,NTA2020
bnhp,2.0,QN0502,NTA2020
bnhp,1.2,QN0503,NTA2020
bnhp,1.0,QN0504,NTA2020
bnhp,,QN0571,NTA2020
bnhp,,QN0572,NTA2020
bnhp,,QN0573,NTA2020
bnhp,2.7,QN0574,NTA2020
bnhp,2.5,QN0601,NTA2020
bnhp,2.5,QN0602,NTA2020
bnhp,2.1,QN0701,NTA2020
bnhp,0.7,QN0702,NTA2020
bnhp,1.3,QN0703,NTA2020
bnhp,1.6,QN0704,NTA2020
bnhp,3.2,QN0705,NTA2020
bnhp,1.2,QN0706,NTA2020
bnhp,3.6,QN0707,NTA2020
bnhp,,QN0761,NTA2020
bnhp,,QN0791,NTA2020
bnhp,6.7,QN0801,NTA2020
bnhp,14.6,QN0802,NTA2020
bnhp,6.5,QN0803,NTA2020
bnhp,27.2,QN0804,NTA2020
bnhp,11.6,QN0805,NTA2020
bnhp,,QN0871,NTA2020
bnhp,2.7,QN0891,NTA2020
bnhp,6.5,QN0901,NTA2020
bnhp,9.1,QN0902,NTA2020
bnhp,14.0,QN0903,NTA2020
bnhp,8.9,QN0904,NTA2020
bnhp,5.0,QN0905,NTA2020
bnhp,25.7,QN1001,NTA2020
bnhp,5.6,QN1002,NTA2020
bnhp,1.6,QN1003,NTA2020
bnhp,60.0,QN1091,NTA2020
bnhp,1.4,QN1101,NTA2020
bnhp,2.7,QN1102,NTA2020
bnhp,1.3,QN1103,NTA2020
bnhp,2.9,QN1104,NTA2020
bnhp,8.3,QN1191,NTA2020
bnhp,21.7,QN1201,NTA2020
bnhp,71.6,QN1202,NTA2020
bnhp,77.8,QN1203,NTA2020
bnhp,88.7,QN1204,NTA2020
bnhp,88.6,QN1205,NTA2020
bnhp,55.0,QN1206,NTA2020
bnhp,4.6,QN1301,NTA2020
bnhp,7.4,QN1302,NTA2020
bnhp,48.3,QN1303,NTA2020
bnhp,90.3,QN1304,NTA2020
bnhp,90.1,QN1305,NTA2020
bnhp,84.6,QN1306,NTA2020
bnhp,79.9,QN1307,NTA2020
bnhp,100.0,QN1371,NTA2020
bnhp,45.5,QN1401,NTA2020
bnhp,53.0,QN1402,NTA2020
bnhp,3.3,QN1403,NTA2020
bnhp,,QN1491,NTA2020
bnhp,,QN8081,NTA2020
bnhp,28.6,QN8191,NTA2020
bnhp,,QN8291,NTA2020
bnhp,,QN8381,NTA2020
bnhp,,QN8491,NTA2020
bnhp,,QN8492,NTA2020
bnhp,35.3,SI0101,NTA2020
bnhp,33.7,SI0102,NTA2020
bnhp,24.3,SI0103,NTA2020
bnhp,16.6,SI0104,NTA2020
bnhp,2.4,SI0105,NTA2020
bnhp,23.3,SI0106,NTA2020
bnhp,30.0,SI0107,NTA2020
bnhp,,SI0191,NTA2020
bnhp,4.1,SI0201,NTA2020
bnhp,1.1,SI0202,NTA2020
bnhp,4.2,SI0203,NTA2020
bnhp,2.4,SI0204,NTA2020
bnhp,,SI0291,NTA2020
bnhp,1.3,SI0301,NTA2020
bnhp,0.4,SI0302,NTA2020
bnhp,1.4,SI0303,NTA2020
bnhp,0.6,SI0304,NTA2020
bnhp,3.2,SI0305,NTA2020
bnhp,,SI0391,NTA2020
bnhp,9.3,SI9561,NTA2020
bnhp,,SI9591,NTA2020
bnhp,22.6,SI9592,NTA2020
bnhp,,SI9593,NTA2020
anh,214.0,BX0101,NTA2020
anh,314.0,BX0102,NTA2020
anh,87.0,BX0201,NTA2020
anh,235.0,BX0202,NTA2020
anh,0.0,BX0291,NTA2020
anh,134.0,BX0301,NTA2020
anh,40.0,BX0302,NTA2020
anh,191.0,BX0303,NTA2020
anh,0.0,BX0391,NTA2020
anh,1492.0,BX0401,NTA2020
anh,132.0,BX0402,NTA2020
anh,607.0,BX0403,NTA2020
anh,0.0,BX0491,NTA2020
anh,0.0,BX0492,NTA2020
anh,684.0,BX0501,NTA2020
anh,839.0,BX0502,NTA2020
anh,400.0,BX0503,NTA2020
